Id,SalePrice
1461,112902.26369715415
1462,153098.28185630514
1463,172335.54218618525
1464,197845.97099069573
1465,192965.03292744473
1466,180563.03958110916
1467,197841.862446544
1468,170730.25036363082
1469,207610.02877536294
1470,115354.85814611372
1471,204775.0071087935
1472,114991.31310473417
1473,97322.2296956774
1474,148560.0728003207
1475,119925.623609209
1476,309595.3606852669
1477,243962.07184353488
1478,287974.54283648933
1479,269172.7634093068
1480,397056.25086845557
1481,293786.3076535907
1482,213733.69679072214
1483,176066.62033724072
1484,172113.5994257569
1485,197002.99831057782
1486,208501.90294117175
1487,282826.28234058234
1488,255286.5107435654
1489,184387.36445831213
1490,229622.66113976913
1491,208996.20930427054
1492,86306.72083442788
1493,215691.69425501942
1494,289828.7896309275
1495,278290.63479372824
1496,221459.12717871158
1497,172125.9682461318
1498,156687.85258071945
1499,163296.54622992905
1500,155589.0543318874
1501,198312.1162484026
1502,142635.55660002324
1503,276244.7692804139
1504,245182.37443258605
1505,223235.237304146
1506,204698.1831994989
1507,248190.6533292486
1508,198164.09355109837
1509,157139.0232814766
1510,146710.22243950792
1511,147951.19434963155
1512,187404.8070362821
1513,167610.30802204847
1514,150109.83260166697
1515,233320.73827792372
1516,168321.60919069144
1517,174532.31027155046
1518,120977.2596462336
1519,241596.91387929936
1520,129631.24522192434
1521,123438.32439811224
1522,201922.7983412156
1523,87178.90557899412
1524,113725.07421685249
1525,103659.63604378424
1526,89312.40489407621
1527,95275.95470731932
1528,157206.71289472055
1529,129078.90062594038
1530,233963.97656158282
1531,143963.92418209513
1532,111658.37233728087
1533,150682.56812653807
1534,129843.46808028476
1535,160168.30381978105
1536,108064.38112170776
1537,22492.454350181855
1538,186973.75380800382
1539,236673.049615759
1540,106953.85871814645
1541,158878.3816266143
1542,140452.49174974667
1543,197186.05053878837
1544,76616.29192602182
1545,137222.60799146062
1546,133290.2708465737
1547,140349.97031347814
1548,139811.31164361598
1549,126595.4033319515
1550,120143.19018966984
1551,131803.91526194414
1552,128886.28363131321
1553,157032.05066546658
1554,124119.91619054662
1555,164558.09735202222
1556,74997.96062261506
1557,89019.65816105201
1558,92567.41685159499
1559,70410.55114691972
1560,129173.41259546291
1561,124578.28808416834
1562,119381.14930284914
1563,119397.98385551813
1564,154446.13204947257
1565,132903.88913622807
1566,247028.56733034513
1567,61053.57127525093
1568,222746.91237287974
1569,85007.69595646349
1570,148200.42783280136
1571,114851.76732514982
1572,142372.3579904186
1573,256811.76131439122
1574,118092.27751139992
