Id,SalePrice
1461,114135.9687327925
1462,204399.9248374624
1463,188463.3417645102
1464,193563.3612518696
1465,195186.23442585726
1466,172031.5269617344
1467,170762.0998726677
1468,160161.63355367054
1469,212951.00507832595
1470,118594.03574792155
1471,160421.72369016352
1472,99503.19833974863
1473,95727.00397416837
1474,144280.5830950241
1475,110323.33335488904
1476,370960.0925193557
1477,259177.68854008595
1478,296086.24436698575
1479,282152.1367099178
1480,476048.2178421038
1481,309829.63022050296
1482,209861.6431838056
1483,180882.77941625653
1484,160324.20861138607
1485,180072.3642078847
1486,190457.7576682184
1487,320270.93430939945
1488,219812.47834405655
1489,204175.77951573473
1490,254450.39395713425
1491,199684.68335001718
1492,92106.8633974638
1493,206162.71109502963
1494,290239.2238230441
1495,282695.801458469
1496,242366.9799957412
1497,177035.81262717792
1498,169463.91553953695
1499,163921.4706829504
1500,148208.36051981192
1501,205963.38507101306
1502,136181.84404845914
1503,363492.188697146
1504,234009.1992325211
1505,227105.88942946304
1506,191725.6106354819
1507,263099.20489939325
1508,194468.8525054576
1509,151707.2996948962
1510,147759.96597332292
1511,168304.12137565194
1512,165449.89992425864
1513,152715.39847517113
1514,162393.77713623425
1515,214712.81142616522
1516,163083.065850657
1517,189737.18713520415
1518,130183.80686899723
1519,226804.46604168325
1520,121103.21721482991
1521,136276.7481792723
1522,186732.43068507587
1523,114298.50977708385
1524,133262.13207557678
1525,120160.01326079872
1526,110817.10163625324
1527,108578.31581405787
1528,132051.12267678895
1529,158574.71706363565
1530,213011.07635840014
1531,128492.97336472398
1532,86102.10903443888
1533,171521.98772129026
1534,134097.62729703687
1535,159015.6788176513
1536,98543.2380537
1537,44262.32167657316
1538,155177.88474458293
1539,206688.45180544167
1540,124616.94652058318
1541,144820.59756300872
1542,155521.19777891133
1543,181331.0558963485
1544,74242.48719128202
1545,117224.58567551404
1546,124709.17490253455
1547,134289.90217463652
1548,142773.20491320116
1549,120167.77805791516
1550,138260.40650159342
1551,107860.98863924551
1552,152979.81288381474
1553,154217.87200627732
1554,119237.10800299358
1555,162577.5529754826
1556,55897.75477326602
1557,118415.31979930392
1558,96641.6571383948
1559,35092.785236591735
1560,108023.2696039399
1561,136395.83571360426
1562,126033.6055444823
1563,132053.17253314357
1564,154215.5768498552
1565,153735.14248762856
1566,226736.54341578585
1567,75417.23048440402
1568,221898.65677054683
1569,135422.80260159948
1570,123103.38076718761
1571,106623.23651485378
1572,152445.42111391661
1573,284567.8827583662
1574,133977.6913803679
1575,228709.17459139167
1576,231362.08517585768
1577,186826.16528724245
1578,141221.81126019394
1579,140465.65349636285
1580,186400.80606653373
1581,146384.7101862033
1582,126141.12933455079
1583,277691.05165858706
1584,223115.00523935913
1585,135248.47472860853
1586,74664.77043544885
1587,108274.20430693234
1588,163173.68154713511
1589,108066.6407059062
1590,126910.37302788161
1591,90638.97438263278
1592,139472.10559725435
1593,114849.97653480337
1594,127095.40288644211
1595,118343.66552902864
1596,227912.2436673709
1597,214792.05111142478
1598,217841.91202673773
1599,190142.92411453015
1600,164673.93133095856
1601,53800.173563357224
1602,119737.76526027657
1603,36660.5480754372
1604,270429.15732627024
1605,233963.8872040028
1606,151770.33909497608
1607,170049.99273708052
1608,207952.05195265324
1609,193504.49973513288
1610,158022.72515948606
1611,139234.84182416106
1612,183938.178408949
1613,170650.3981818717
1614,137109.14091184732
1615,91300.08756583052
1616,70711.06210261038
1617,86559.44612123421
1618,136120.0415863333
1619,147840.75123478984
1620,199730.3105673434
1621,133357.40931994788
1622,146441.35494462657
1623,263379.15957068914
1624,211208.7272103499
1625,115446.23579367573
1626,170195.52774704574
1627,190519.55937109084
1628,279086.6801877137
1629,177887.24624932715
1630,362428.6046800291
1631,241090.7512985693
1632,244580.54993128314
1633,171598.14040289837
1634,187589.71628512547
1635,169466.84880259336
1636,143003.08106542157
1637,201884.19734445316
1638,192933.81292384735
1639,183673.0231922841
1640,239483.9524288491
1641,183227.92191745795
1642,236120.70646330868
1643,233948.11833150082
1644,244891.4621067187
1645,202259.49494803115
1646,147012.6253915822
1647,153866.9076895694
1648,130271.59247868873
1649,126775.46365805084
1650,111660.88459080391
1651,112313.41135456342
1652,99858.10873122406
1653,95593.69457645484
1654,145736.99736874877
1655,122260.02470288085
1656,141847.76235560956
1657,157144.84456691577
1658,147217.75091958698
1659,128247.99156478673
1660,152137.66819693818
1661,426943.159999558
1662,376242.3005687115
1663,385559.49642223376
1664,540149.8120849527
1665,330292.069687323
1666,316519.2832356447
1667,366486.4357999071
1668,362566.3693733553
1669,306870.3847364157
1670,355958.41090704594
1671,272270.84455663245
1672,401510.047905635
1673,291931.22414534737
1674,249086.78233514228
1675,208613.9583732205
1676,210604.75321514063
1677,224630.96202629598
1678,463162.7309553905
1679,381244.74337912747
1680,333513.4218413455
1681,277684.8285959264
1682,319222.53752390377
1683,199914.5284115813
1684,170300.4747501709
1685,170904.43105819164
1686,161546.6951340458
1687,165077.77455866698
1688,181497.30650840083
1689,187565.9862617111
1690,190411.18648662977
1691,175722.57769602357
1692,246461.47357842277
1693,167726.48404082324
1694,180071.37071414792
1695,166120.42743143684
1696,272625.6671097983
1697,171726.3235581927
1698,331050.4885464817
1699,322277.3967749103
1700,273759.9844468647
1701,276083.83468944184
1702,230711.2336712942
1703,221256.3136245104
1704,268829.4957897869
1705,235534.67584068552
1706,392916.0198061812
1707,222885.2016610107
1708,206364.48116957635
1709,249207.3994773856
1710,227669.91561458856
1711,270523.4527849824
1712,258950.89829530419
1713,279422.35494531924
1714,215269.74943891165
1715,207571.12992893744
1716,187584.53705486614
1717,172730.0256457912
1718,146448.3127949254
1719,225769.09177227618
1720,240089.9467579061
1721,151147.49969065702
1722,114324.98218286835
1723,150348.3319514622
1724,211563.8947894024
1725,241351.63995965742
1726,187644.70057208504
1727,147343.78847549454
1728,157405.44433880085
1729,168987.33873427607
1730,148527.10617349378
1731,109023.78516370992
1732,134033.63168439467
1733,106362.04428955627
1734,112219.12192993278
1735,87685.74367150552
1736,98531.32947069738
1737,277967.126844099
1738,266648.0517248447
1739,249967.82642623867
1740,223526.52275376892
1741,198512.3520450911
1742,185651.08685175574
1743,175258.75287656765
1744,372619.03348850005
1745,233280.2364109302
1746,205805.47464149172
1747,213821.0769176863
1748,237730.61467909478
1749,139618.18399390293
1750,136863.89879198553
1751,230293.5560724295
1752,110426.06416684118
1753,166087.40411760827
1754,196703.59025919938
1755,174872.50341699104
1756,145877.33469195646
1757,119586.55322649598
1758,142268.13138555002
1759,167464.8632854632
1760,151337.79916898115
1761,158894.11965330463
1762,191137.993392132
1763,186802.89769553376
1764,118420.51232769877
1765,199207.26555722556
1766,179899.6299243357
1767,218716.9202009673
1768,141401.11046581907
1769,160336.23151240806
1770,147238.93555900425
1771,123304.86019008348
1772,137854.06528584508
1773,111817.7647358684
1774,161516.42657739186
1775,142272.25754469266
1776,128363.31188441892
1777,114665.30846800769
1778,152354.24363347533
1779,134140.1078987182
1780,158997.7917475329
1781,124250.96594226641
1782,83404.6872597346
1783,146647.20770997962
1784,106926.81087922955
1785,139425.86882482463
1786,150224.4149613288
1787,163911.5621985591
1788,56227.48814017087
1789,107301.11173621466
1790,75581.69190594982
1791,206540.21748954055
1792,165123.86091085162
1793,142350.74702177534
1794,169895.65197174746
1795,141583.20767519227
1796,131509.36736533896
1797,114014.98731571458
1798,124702.28039398209
1799,101782.02761583705
1800,123294.2838116174
1801,129503.90932654694
1802,119194.73805098758
1803,166254.2043428314
1804,123606.35109136783
1805,130373.59128934951
1806,126257.70697675788
1807,145446.91890047287
1808,125087.78892400343
1809,137247.2744056583
1810,138471.48635048678
1811,193725.65243667323
1812,112252.43947849389
1813,140199.67959999305
1814,99813.2031751432
1815,39974.69919987624
1816,107773.47290571201
1817,115561.12883504484
1818,182700.2053158813
1819,136638.29508190742
1820,38869.66555876646
1821,124230.86843924226
1822,154784.6280911835
1823,35730.326730300956
1824,128978.28168893118
1825,150743.7395106816
1826,100094.16210576125
1827,105179.66346699942
1828,140271.9909776817
1829,117536.77514563332
1830,153374.75777420495
1831,167115.9456865919
1832,40541.68310957983
1833,154288.71974147222
1834,123367.38071890731
1835,114264.3400322894
1836,137989.07323127243
1837,86889.97431396277
1838,136580.90783144868
1839,94090.30569737672
1840,149075.84927495685
1841,136923.73935228394
1842,55315.21112197322
1843,137975.91247134912
1844,143418.3822303784
1845,154075.2299113252
1846,148999.98004463717
1847,175064.64032394486
1848,41986.11025876718
1849,103689.14039802694
1850,110172.33861106435
1851,157793.5843573857
1852,102338.66752635062
1853,132193.20395384202
1854,181242.70418250212
1855,158985.80968014238
1856,223849.4673466022
1857,119592.91571451374
1858,141460.5050047689
1859,100640.38543222361
1860,131143.10059314827
1861,106605.69734905961
1862,281823.43563339545
1863,273655.84271640936
1864,273687.3296489088
1865,366915.53762809886
1866,344407.9909455376
1867,210394.87097734268
1868,287414.83756803256
1869,205253.10636986158
1870,215043.39856525234
1871,255913.4086539478
1872,171002.0874461505
1873,245304.59722910743
1874,137589.41597105507
1875,179404.29549671506
1876,201176.56926560553
1877,207808.59972986998
1878,188910.93912983686
1879,137788.47361758465
1880,123585.66419433011
1881,245109.33303891958
1882,232167.89364761222
1883,189019.1512685272
1884,207862.8964492337
1885,240998.08610900017
1886,286336.0425599016
1887,215076.10401637785
1888,253847.76259039607
1889,167987.53525087744
1890,107144.0391551377
1891,98927.4658136518
1892,103094.46540781838
1893,141720.71394189296
1894,120916.57452534777
1895,147298.3119301161
1896,122721.01957307695
1897,98207.17881219658
1898,108926.47035514632
1899,174533.70060215425
1900,155584.93351575942
1901,190539.55840933434
1902,180290.07551949145
1903,199427.12326494462
1904,171963.4007020287
1905,206464.52281278308
1906,183805.37160493294
1907,259105.94770017397
1908,112880.20720240081
1909,127386.89915249097
1910,127471.58703230965
1911,241470.9552866829
1912,343527.68929237255
1913,172423.6732768378
1914,59007.19114176133
1915,344637.6615454914
1916,57025.44171528599
1917,220750.65167833268
1918,132873.0763630629
1919,156473.6242894819
1920,171745.4457014209
1921,380044.3264193112
1922,332933.5633135126
1923,246689.6577400129
1924,247865.40330856756
1925,216613.14954980573
1926,382821.97836526274
1927,124741.03743107678
1928,166743.1410616325
1929,120796.37035925622
1930,132292.4154581634
1931,122589.80632709207
1932,134863.3841821268
1933,202097.90377957004
1934,183815.42600089603
1935,163163.16862028395
1936,213530.38058763547
1937,172258.4509607908
1938,170140.28595298983
1939,266760.57225585426
1940,195067.12599651556
1941,168425.018020613
1942,162311.89929515828
1943,230934.97576502737
1944,364089.964882846
1945,410918.4056225474
1946,161426.14349590812
1947,314528.5145320733
1948,182465.95238461252
1949,237204.07474114132
1950,186454.40696652944
1951,254227.7886035368
1952,210371.98572746632
1953,182190.63968563057
1954,191663.6501936603
1955,139318.89040750777
1956,277346.7124826822
1957,157925.1409047768
1958,258838.66398215952
1959,143188.45168875332
1960,98460.47324107646
1961,129996.78877572628
1962,97816.59693043781
